product_code,dev_device_name,dev_device_class,dev_medical_specialty,dev_medical_specialty_description,dev_review_panel,dev_regulation_number,dev_definition,dev_implant_flag,dev_life_sustain_support_flag,dev_gmp_exempt_flag,dev_third_party_flag,dev_summary_malfunction_reporting,dev_submission_type_id,dev_unclassified_reason,dev_device_class_num,dev_implant_flag_bool,dev_life_sustain_support_flag_bool,dev_gmp_exempt_flag_bool,dev_third_party_flag_bool
NAJ,"Agents, Embolic, For Treatment Of Uterine Fibroids",2,CV,Cardiovascular,OB,870.3300,,Y,N,N,N,Ineligible,1,,2,True,False,False,False
PVX,Vaginal Examination Tray,2,OB,Obstetrics/Gynecology,OB,884.4530,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Ineligible,7,,2,False,False,False,False
KIH,"Dispenser, Cement",1,OR,Orthopedic,OR,888.4200,,N,N,N,N,Eligible,4,,1,False,False,False,False
MIC,"Implant, Muscle, Pectoralis",2,EN,"Ear, Nose, Throat",SU,874.3620,,Y,N,N,N,Eligible,1,,2,True,False,False,False
KCT,"Sterilization Wrap Containers, Trays, Cassettes & Other Accessories",2,HO,General Hospital,HO,880.6850,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OEG,"Autoantibodies, Skin (Bullous Pemphigoid 180 And Bullous Pemphigoid 230",2,IM,Immunology,IM,866.5660,The device is intended as an aid in the diagnosis of bullous pemphigoid.,N,N,N,Y,Eligible,1,,2,False,False,False,True
QTU,"Reagents, Non-Variola Orthopoxvirus Or Monkeypox Virus Singleplex Antigen Tests",N,,Unknown,MI,,Antigen-based in vitro diagnostic devices for the detection of non-variola Orthopoxvirus or monkeypox virus and/or diagnosis of Monkeypox in human clinical specimens-EXPORT ONLY,N,N,N,N,Ineligible,7,3,,False,False,False,False
GLE,"Mixer, Blood Tube",1,CH,Clinical Chemistry,CH,862.2050,,N,N,Y,N,Eligible,4,,1,False,False,True,False
OYO,"Culture, Intravaginal, Assisted Reproduction",2,OB,Obstetrics/Gynecology,OB,884.6165,Intravaginal culture of human gametes and embryos.  To hold and maintain gametes and developing embryos over the duration of the intravaginal culture period.,N,N,N,N,Ineligible,1,,2,False,False,False,False
MWP,"Cabinet, X-Ray System",2,RA,Radiology,RA,892.1680,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KRZ,Calibrator For Hemoglobin And Hematocrit Measurement,2,HE,Hematology,HE,864.8165,,N,N,N,N,Eligible,4,,2,False,False,False,False
QNS,"Low Dead Space Needle, Single Lumen, Hypodermic",2,HO,General Hospital,HO,880.5570,A low dead space single lumen hypodermic needle is a device designed to reduce medication waste. The device consists of a metal tube that is sharpened at one end and at the other end joined to connector designed to mate with a piston syringe. It may or may not have needle safety features. The device can be used by health care professions or for self-injection by the patient.,N,N,N,N,Ineligible,1,,2,False,False,False,False
PZQ,General Laparoscopic Power Morcellation Containment System,2,SU,"General, Plastic Surgery",SU,878.4825,Intended for use as a bag containment system by qualified surgeons for tissue extraction and/or power morcellation during general laparoscopic procedures.,N,N,N,N,Ineligible,1,,2,False,False,False,False
NYD,Endodontic Kit,2,DE,Dental,DE,872.3820,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
EWD,"Protector, Hearing (Insert)",U,,Unknown,EN,,,N,N,N,N,Eligible,7,1,,False,False,False,False
FKK,"Clamp, Line",1,GU,"Gastroenterology, Urology",GU,876.4730,,N,N,N,N,Eligible,4,,1,False,False,False,False
JBG,"Glucose-6-Phosphate Dehydrogenase (Erythrocytic), Spot",2,HE,Hematology,HE,864.7360,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NHC,"Catheter, Ventricular (Containing Antibiotic Or Antimicrobial Agents)",2,NE,Neurology,NE,882.4100,Used to gain access to the cavities of the brain for injection of material into or removal of material from the brain.,Y,N,N,N,Eligible,1,,2,True,False,False,False
PUC,"Microtools, Assisted Reproduction (Pipettes), Exempt",2,OB,Obstetrics/Gynecology,OB,884.6130,"This product code is the class II exempt counterpart of MQH, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 884.9 and the specific limitations of exemption as stated in the Physical State field of this product code description.",N,N,N,N,Ineligible,4,,2,False,False,False,False
PTK,Pediatric Esophageal Atresia Anastomosis Device,3,GU,"Gastroenterology, Urology",GU,876.5980,"Lengthening atretic esophageal ends < 4cm apart and creating an anastomosis with a non-surgical procedure in pediatric patients, up to one year of age with esophageal atresia without a tracheoesophageal fistula (TEF) or in pediatric patients up to one year of age for whom a concurrent TEF has been closed as a result of a prior procedure. The procedure is performed with magnets inserted through an esophageal and gastric catheter.",N,Y,N,N,Ineligible,6,,3,False,True,False,False
DEH,"Lambda, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5550,,N,N,N,Y,Eligible,1,,2,False,False,False,True
SFJ,Vagus Nerve Stimulator For Rheumatoid Arthritis,3,,Unknown,NE,,Implantable vagus nerve stimulator for Rheumatoid Arthritis,Y,N,N,N,Ineligible,2,,3,True,False,False,False
NKB,Thoracolumbosacral Pedicle Screw System,2,OR,Orthopedic,OR,888.3070,"Intended to provide immobilization and stabilization of spinal segments in thoracic, lumbar, and sacral spine as an adjunct to fusion.",Y,N,N,N,Eligible,1,,2,True,False,False,False
HSZ,"Instrument, Surgical, Orthopedic, Pneumatic Powered & Accessory/Attachment",1,SU,"General, Plastic Surgery",OR,878.4820,,N,N,N,N,Eligible,4,,1,False,False,False,False
QHA,X-Ray Angiographic Imaging Based Coronary Vascular Simulation Software Device,2,RA,Radiology,RA,892.1600,"X-ray angiographic imaging based coronary vascular simulation software device is a prescription device that provides an image analysis tool to assess blood flow in the coronary vascular system using X-ray angiographic imaging data.  X-ray angiographic imaging based coronary vascular simulation software device solves algorithms and yields simulation-based metrics for certain cardiology applications. X-ray angiographic imaging based coronary vascular simulation software device cannot be used alone for clinical decision making and clinical management, and is a tool intended to generate results for use and review by a qualified clinician.",N,N,N,N,Ineligible,1,,2,False,False,False,False
MGR,"Dressing, Wound And Burn, Interactive",3,,Unknown,SU,,,N,N,N,N,Ineligible,2,,3,False,False,False,False
ORI,Levetiracetam Assay,2,TX,Clinical Toxicology,TX,862.3350,For the quantitative determination of levetiracetam in human serum or plasma.,N,N,N,Y,Eligible,1,,2,False,False,False,True
QJG,"Device System, Imaging, Tympanic Membrane And Middle Ear",2,RA,Radiology,EN,892.1560,Is intended for use as an imaging tool for visualization of the human tympanic membrane and middle ear space.,N,N,N,N,Ineligible,1,,2,False,False,False,False
DAX,"Fibrinogen And Split Products, Fitc, Antigen, Antiserum, Control",2,HE,Hematology,HE,864.7340,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
FMA,"Depressor, Tongue, Non-Surgical",1,HO,General Hospital,HO,880.6230,,N,N,Y,N,Eligible,4,,1,False,False,True,False
NVA,"Cancer Monitoring Test System, Soluble Mesothelin-Related Peptides, Mesothelioma",2,IM,Immunology,IM,866.6010,MONITORING CANCER PATIENTS AFTER THERAPY FOR DISEASE PROGRESSION IN CONJUNCTION WITH OTHER DIAGNOSTIC MODALITIES.,N,N,N,Y,Eligible,1,,2,False,False,False,True
GOJ,"Antisera, Neutralization, Rubella",2,MI,Microbiology,MI,866.3510,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OAX,Plasmodium Spp. Detection Reagents,2,MI,Microbiology,MI,866.3402,For the detection of plasmodium spp. Antigens in venous or capillary whole blood.  To aid in the diagnosis of human malaria infections and/or to aid in the differential diagnosis of plasmodium falciparum infections from other less virulent plasmodium species.,N,N,N,N,Eligible,1,,2,False,False,False,False
HPZ,"Implant, Eye Sphere",2,OP,Ophthalmic,OP,886.3320,,Y,N,N,N,Eligible,1,,2,True,False,False,False
IYG,"Betatron, Medical",2,RA,Radiology,RA,892.5050,,N,N,N,N,Eligible,1,,2,False,False,False,False
JRB,Micro Mixer,1,CH,Clinical Chemistry,CH,862.2050,,N,N,Y,N,Eligible,4,,1,False,False,True,False
DPO,"Radioimmunoassay, Digoxin (125-I), Rabbit Antibody, Coated Tube Sep.",2,TX,Clinical Toxicology,TX,862.3320,,N,N,N,Y,Eligible,1,,2,False,False,False,True
QTF,Reprocessed Atherectomy Catheter,2,CV,Cardiovascular,CV,870.4875,Reprocessed atherectomy device for peripheral vasculature. Reprocessing validation data for this device type must be included in a 510(k) submission,N,N,N,N,Ineligible,1,,2,False,False,False,False
DZH,"Saw, Bone, Ac-Powered",2,DE,Dental,DE,872.4120,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MZL,"Kit, Test, Quality Control For Endotoxin",N,,Unknown,IM,,,N,N,N,N,Eligible,3,4,,False,False,False,False
ITN,"Splint, Denis Brown",1,PM,Physical Medicine,PM,890.3675,,N,N,Y,N,Eligible,4,,1,False,False,True,False
IZP,"Programmer, Changer, Film/Cassette, Radiographic",2,RA,Radiology,RA,892.1870,,N,N,N,N,Eligible,4,,2,False,False,False,False
DQO,"Catheter, Intravascular, Diagnostic",2,CV,Cardiovascular,CV,870.1200,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MVS,"Kit, Typing, Hla-Dqb",2,IM,Immunology,HE,866.5660,,N,N,N,N,Eligible,1,,2,False,False,False,False
LIH,Interferential Current Therapy,2,NE,Neurology,NE,882.5890,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OEB,"Lung Computed Tomography System, Computer-Aided Detection",2,RA,Radiology,RA,892.2050,"To assist radiologists in the review of multi-slice computed tomography (msct) exams of the chest and highlight potential nodules that the radiologist should review.  A computer aided diagnosis, lung computed tomography system is a class 3 device under product code NRR.",N,N,N,N,Eligible,1,,2,False,False,False,False
LGQ,"Fluorescence Polarization Immunoassay, Phenobarbital",2,TX,Clinical Toxicology,TX,862.3660,,N,N,N,Y,Eligible,1,,2,False,False,False,True
IDM,"Microtome, Ultra",1,PA,Pathology,PA,864.3010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
ILS,"Adaptor, Hygiene",1,PM,Physical Medicine,PM,890.5050,,N,N,Y,N,Eligible,4,,1,False,False,True,False
IXX,"Processor, Cine Film",2,RA,Radiology,RA,892.1900,,N,N,N,N,Eligible,4,,2,False,False,False,False
FWH,"Camera, Cine, Surgical, Without Audio",1,SU,"General, Plastic Surgery",SU,878.4160,,N,N,N,N,Eligible,4,,1,False,False,False,False
DYX,"Lock, Wire, And Ligature, Intraoral",2,DE,Dental,DE,872.4600,,Y,N,N,N,Eligible,1,,2,True,False,False,False
FCO,"Box, Battery, Rechargeable",1,GU,"Gastroenterology, Urology",GU,876.1500,,N,N,N,N,Eligible,4,,1,False,False,False,False
FGE,"Stents, Drains And Dilators For The Biliary Ducts",2,GU,"Gastroenterology, Urology",GU,876.5010,,Y,Y,N,N,Ineligible,1,,2,True,True,False,False
PID,Esophageal Dilator Balloon With Or Without Electrode Sensors,2,GU,"Gastroenterology, Urology",GU,876.5980,To dilate the lower esophageal sphincter of patients with Achalasia.,N,N,N,N,Eligible,1,,2,False,False,False,False
OBB,"Kit, Conception-Assist, Home Use",2,OB,Obstetrics/Gynecology,OB,884.5250,"The kit is intended for assisted insemination in situations in which low sperm count , sperm immobility, or hostile vaginal environment have been diagnosed.  The kit is used for semen collection and placement into the bowl of a cervical cap as an aid to conception.  It is to be used at home following physician instruction.  The Cap should not be left in place for more than 6 hours.  The kit consists of:  conception (cervical) caps; 3 polyurethane condoms; 24 ovulation predictors; 3 pregnancy test kits; 3 ""sperm friendly"" moisturizer samples (Pre Lubricant); 1 conception journal; 1 instruction manual; 2 conception wheels (1 in English and 1 in French); 1 medical provider envelope.",N,N,N,N,Eligible,1,,2,False,False,False,False
OSH,"Pedicle Screw Spinal System, Adolescent Idiopathic Scoliosis",2,OR,Orthopedic,OR,888.3070,Intended to stabilize the thoracolumbar spine as an adjunct to fusion using allograft and/or autograft to treat adolescent idiopathic scoliosis.,Y,N,N,N,Eligible,1,,2,True,False,False,False
HZQ,Red-Violet Lb,1,HE,Hematology,PA,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
CJR,"Acid Phosphatase, Thymol Blue Monophosphate",2,CH,Clinical Chemistry,CH,862.1020,,N,N,N,N,Eligible,4,,2,False,False,False,False
QMC,"Transport Medium, Notified Per The Vtm Guidance",1,MI,Microbiology,MI,866.2390,Notified transport media and collection devices intended for specimen collection and transport for use in detection of respiratory viruses including coronavirus per the guidance (Notified transport media and collection devices intended for specimen collection and transport for use in detection of respiratory viruses including coronavirus).,N,N,N,N,Ineligible,1,,1,False,False,False,False
HFW,"Clamp, Umbilical",2,OB,Obstetrics/Gynecology,OB,884.4530,,N,N,N,N,Eligible,4,,2,False,False,False,False
GHZ,"Solution, Gugol Blue",1,HE,Hematology,PA,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
FZE,"Prosthesis, Nose, Internal",2,SU,"General, Plastic Surgery",SU,878.3680,,Y,N,N,N,Eligible,1,,2,True,False,False,False
PFY,Low Patient Acuity Monitoring System,2,CV,Cardiovascular,CV,870.2300,"For non-continuous central monitoring of patient parameters, including cardiac parameters, in low risk patients.",N,N,N,N,Eligible,1,,2,False,False,False,False
KSM,"System, Test, Combs, Automated",2,HE,Hematology,HE,864.9300,,N,N,N,N,Eligible,1,,2,False,False,False,False
QXQ,Respiratory Accessory Microbial Reduction Device.,2,HO,General Hospital,HO,880.6993,"A respiratory accessory microbial reduction device is a home-use device intended to be used as an adjunct for microbial reduction of compatible respiratory accessories,such as hoses and masks,after cleaning. This device is not intended to replace the original accessory manufacturers cleaning instructions.",N,N,N,N,Ineligible,1,,2,False,False,False,False
QIX,"System, Transdermal Delivery, Cder Or Cber Led",N,,Unknown,HO,,Drug delivery systems designed to deliver at least one therapeutically active ingredient (drug substance) across the skin for systemic effect.,N,N,N,N,Ineligible,3,4,,False,False,False,False
KFI,"Strip, Virulence, Corynebacterium Diphtheriae",1,MI,Microbiology,MI,866.3140,,N,N,N,N,Eligible,4,,1,False,False,False,False
JXK,Cranial Electrotherapy Stimulator To Treat Depression,3,NE,Neurology,NE,882.5800,,N,N,N,N,Ineligible,2,,3,False,False,False,False
HDW,"Diaphragm, Contraceptive (And Accessories)",2,OB,Obstetrics/Gynecology,OB,884.5350,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KKR,Potassium Periodate,1,HE,Hematology,PA,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
KIO,"Slide Stainer, Immersion Type",1,PA,Pathology,PA,864.3800,,N,N,N,N,Eligible,4,,1,False,False,False,False
PCE,Permanently Mounted Wheelchair Platform Lift,2,PM,Physical Medicine,PM,890.3930,"Intended for medical purposes to provide a guided platform to move a person with impaired mobility, with or without a wheelchair, from one level to another.",N,N,N,N,Eligible,4,,2,False,False,False,False
NJC,"Clip, Vas Deferens",2,SU,"General, Plastic Surgery",SU,878.4300,This is an implantable clip intended to ligate the vas deferens.  This is more specific than the regulation.,Y,N,N,N,Eligible,1,,2,True,False,False,False
JMB,"Visual, Semi-Quant. (Colorimetric), Glucose-6-Phosphate Dehydrogenase",2,HE,Hematology,HE,864.7360,,N,N,N,Y,Eligible,1,,2,False,False,False,True
HBG,"Drills, Burrs, Trephines & Accessories (Manual)",2,NE,Neurology,NE,882.4300,,N,N,N,Y,Eligible,1,,2,False,False,False,True
PLU,Thermal System For Insomnia,2,NE,Neurology,NE,882.5700,A thermal system for insomnia is a prescription device for use in patients with insomnia that is used to apply a specified temperature to the skin surface.,N,N,N,N,Eligible,1,,2,False,False,False,False
HHL,"Pad, Menstrual, Scented, Scented-Deodorized",2,OB,Obstetrics/Gynecology,OB,884.5425,"Scented or scented-deodorized menstrual pads used to absorb menstrual or other vaginal discharge, including those intended as intralabial pads or reusable menstrual pads. These are made with materials that do not meet the requirements for Class 1 per 21 CFR 884.5425(b).",N,N,N,N,Eligible,4,,2,False,False,False,False
QWU,"Prosthesis, Eyelid Spacer/Graft, Polymer",2,OP,Ophthalmic,OP,886.3130,For implantation to reinforce and aid in reconstruction of the soft tissues of the eyelid and eyelid area.,Y,N,N,N,Ineligible,4,,2,True,False,False,False
CER,"2,4-Dinitrophenylhydrazine, Lactate Dehydrogenase",2,CH,Clinical Chemistry,CH,862.1440,,N,N,N,N,Eligible,4,,2,False,False,False,False
PUI,"Drape, Surgical, Exempt",2,SU,"General, Plastic Surgery",HO,878.4370,"This product code is the class II exempt counterpart of KKX, and was exempted, subject to the limitations of exemption, under the procedures established by the 21st Century Cures Act. This device type does not require premarket notification (510(k)) to market if it does not exceed the general limitations of exemption found in 21 CFR 878.9 and the specific limitations of exemption as stated in the Physical State field of this product code description.",N,N,N,N,Eligible,4,,2,False,False,False,False
DBM,"Antimitochondrial Antibody, Indirect Immunofluorescent, Antigen, Control",2,IM,Immunology,IM,866.5090,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KYI,"Prosthesis, Wrist, Carpal Trapezium",2,OR,Orthopedic,OR,888.3770,,Y,N,N,N,Eligible,1,,2,True,False,False,False
MJV,"Device, Inflation, Middle Ear",U,,Unknown,EN,,,N,N,N,N,Eligible,1,1,,False,False,False,False
FMZ,"Incubator, Neonatal",2,HO,General Hospital,HO,880.5400,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DEN,"Alpha-1-T-Glycoprotein, Antigen, Antiserum, Control",1,IM,Immunology,IM,866.5420,,N,N,N,N,Eligible,4,,1,False,False,False,False
GQO,"Antisera, Cf, Herpesvirus Hominis 1,2",2,MI,Microbiology,MI,866.3305,,N,N,N,N,Eligible,1,,2,False,False,False,False
LRX,"Case, Contact Lens",2,OP,Ophthalmic,OP,886.5928,,N,N,N,Y,Eligible,1,,2,False,False,False,True
JDD,"Prosthesis, Upper Femoral",2,OR,Orthopedic,OR,888.3360,,Y,N,N,N,Eligible,1,,2,True,False,False,False
IMM,"Footrest, Wheelchair",1,PM,Physical Medicine,PM,890.3920,,N,N,N,N,Eligible,4,,1,False,False,False,False
