sponsor_norm,gvkey,map_source,map_score,compustat_conm,compustat_tic,cik,permno
"sichuan j.z. bio-chemical science and technology development co., ltd",010377,fuzzy_extended,100.0,TECHNOLOGY DEVELOPMENT CORP,TDCXE,0000770719,92364
deka research and development,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"rowpar pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"regado biosciences, inc",018072,fuzzy_extended,100.0,REGADO BIOSCIENCES INC,RGDO,,14101
"nuon therapeutics, inc",061673,fuzzy_extended,97.5609756097561,NUO THERAPEUTICS INC,AURX,0001091596,90750
siena biotech s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
"sigma-tau research, inc",009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
g & w laboratories inc,017157,fuzzy_extended,100.0,W HOLDING CO INC,WHCI,0001084887,93105
marea therapeutics,035648,fuzzy_extended,94.44444444444444,APREA THERAPEUTICS INC,APRE,0001781983,18997
"ausio pharmaceuticals, llc",063030,fuzzy_extended,92.6829268292683,CASI PHARMACEUTICALS INC,CASI,0001962738,83651
"gb002, inc., a wholly owned subsidiary of gossamer bio, inc",034578,fuzzy_extended,100.0,GOSSAMER BIO INC,GOSS,0001728117,18377
index pharmaceuticals,148169,fuzzy_extended,93.02325581395348,IDENIX PHARMACEUTICALS INC,IDIX,0001093649,90280
avera pharmaceuticals,163121,fuzzy_extended,93.02325581395348,VALERA PHARMACEUTICALS INC,VLRX.1,0001305409,91104
"annji pharmaceutical co., ltd",018204,fuzzy_extended,92.3076923076923,ANI PHARMACEUTICALS INC,ANIP,0001023024,89875
"novus therapeutics, inc",025377,fuzzy_extended,93.02325581395348,NEOS THERAPEUTICS INC,NEOS,0001467652,15531
"provention bio, a sanofi company",101204,fuzzy_extended,100.0,SANOFI,SNY,0001121404,89475
daxor corporation,003807,fuzzy_extended,100.0,DAXOR CORP,DXR,0000027367,29058
"shenzhen raysight intelligent medical technology co., ltd",042969,fuzzy_extended,100.0,INTELLIGENT GROUP LTD,INTJ,0001916416,24946
"harpoon therapeutics, inc., a subsidiary of merck & co., inc. (rahway, new jersey usa)",007257,fuzzy_extended,100.0,MERCK & CO,MRK,0000310158,22752
rubius therapeutics,033720,fuzzy_extended,100.0,RUBIUS THERAPEUTICS INC,RUBY,0001709401,17947
rose pharma sa,013281,fuzzy_extended,100.0,ROSE CORP,3TRSEF,0000351076,78404
"chase pharmaceuticals corporation, an affiliate of allergan plc",027845,fuzzy_extended,100.0,ALLERGAN PLC,AGN,0001578845,78916
"irhythm technologies, inc",028367,fuzzy_extended,100.0,IRHYTHM TECHNOLOGIES INC,IRTC,0001388658,16386
"vis, inc",001917,fuzzy_extended,93.33333333333333,AVIS INC,AVS.2,0000008848,55271
"sirtsei pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"thorne healthtech, inc",039278,fuzzy_extended,100.0,THORNE HEALTHTECH INC,THRN,0001844280,21967
lupin research inc,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
adamis pharmaceuticals corporation,020042,fuzzy_extended,95.45454545454545,ADAMAS PHARMACEUTICALS INC,ADMS,0001328143,14589
quantum surgical,008867,fuzzy_extended,100.0,QUANTUM CORP,QMCO,0000709283,87043
macrocure ltd,021005,fuzzy_extended,100.0,MACROCURE LTD,MCUR,0001606012,14814
"intron biotechnology, inc",012479,fuzzy_extended,93.87755102040816,CISTRON BIOTECHNOLOGY INC,3CIST,0000793725,10601
pope research corporation,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
rogers sciences inc,009216,fuzzy_extended,100.0,ROGERS CORP,ROG,0000084748,35991
animas corporation,260892,fuzzy_extended,100.0,ANIMAS CORP,PUMP.1,0001033660,90190
chemi s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
om pharma sa,029001,fuzzy_extended,100.0,OM GROUP INC,OMG,0000899723,79724
"chembio diagnostic systems, inc",025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"alzamend neuro, inc",038791,fuzzy_extended,100.0,ALZAMEND NEURO INC,ALZN,0001677077,21513
mynd analytics,179111,fuzzy_extended,100.0,MYND ANALYTICS INC,MYND.1,,16825
quantum beauty kozmetik,008867,fuzzy_extended,100.0,QUANTUM CORP,QMCO,0000709283,87043
quantum biopharma,008867,fuzzy_extended,100.0,QUANTUM CORP,QMCO,0000709283,87043
"novadigm therapeutics, inc",026360,fuzzy_extended,100.0,NOVADIGM INC,NVDM,0000888358,81886
melt pharmaceuticals,106261,fuzzy_extended,92.6829268292683,ELITE PHARMACEUTICALS INC,ELTP,0001053369,87580
"aytu biopharma, inc",179461,fuzzy_extended,100.0,AYTU BIOPHARMA INC,AYTU,0001385818,16974
"novadaq technologies ulc, now a part of stryker",166224,fuzzy_extended,100.0,NOVADAQ TECHNOLOGIES INC,NVDQ.1,0001173293,13327
"dov pharmaceutical, inc",147201,fuzzy_extended,100.0,DOV PHARMACEUTICAL INC,DOVP,0001066833,89352
medtronic italia,007228,fuzzy_extended,100.0,MEDTRONIC PLC,MDT,0001613103,60097
medtronic corporate technologies and new ventures,007228,fuzzy_extended,100.0,MEDTRONIC PLC,MDT,0001613103,60097
"ray therapeutics, inc",036677,fuzzy_extended,95.23809523809524,RELAY THERAPEUTICS INC,RLAY,0001812364,19501
azitra inc,042984,fuzzy_extended,100.0,AZITRA INC,AZTR,0001701478,23951
validus pharmaceuticals,177996,fuzzy_extended,100.0,VALIDUS HOLDINGS LTD,VR.3,0001348259,92191
ability pharmaceuticals sl,026754,fuzzy_extended,100.0,ABILITY INC,ABILF,0001652866,14421
pharma holdings as,021452,fuzzy_extended,100.0,FORWARD PHARMA AS,FWPAY,0001712786,15009
"novalar pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"apogee therapeutics, inc",043091,fuzzy_extended,100.0,APOGEE THERAPEUTICS INC,APGE,0001974640,24064
danone japan,017452,fuzzy_extended,100.0,DANONE SA,DANOY,0001048515,85608
"pricara, unit of ortho-mcneil, inc",010877,fuzzy_extended,100.0,UNIT CORP,UNTC,0000798949,63781
"chinook therapeutics, inc",037168,fuzzy_extended,100.0,CHINOOK THERAPEUTICS INC,KDNY,0001435049,15282
gi view ltd,038271,fuzzy_extended,100.0,VIEW INC,VIEWQ,0001811856,19955
xcyte therapies,260919,fuzzy_extended,100.0,XCYTE THERAPIES INC,XCYTD,,90098
rapport therapeutics inc,045412,fuzzy_extended,100.0,RAPPORT THERAPEUTICS INC,RAPP,0002012593,25237
cantex pharmaceuticals,062382,fuzzy_extended,93.02325581395348,ASTEX PHARMACEUTICALS INC,ASTX,0000919722,83317
briacell therapeutics corporation,022358,fuzzy_extended,100.0,BRIACELL THERAPEUTICS CORP,BCTX,0001610820,20575
incannex healthcare ltd,284719,fuzzy_extended,100.0,INCANNEX HEALTHCARE INC,IXHL,0001873875,24591
utc therapeutics inc,174134,fuzzy_extended,95.0,PTC THERAPEUTICS INC,PTCT,0001070081,13967
"vireo systems, inc",025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
invivo therapeutics,185826,fuzzy_extended,100.0,INVIVO THERAPEUTICS HLDGS CO,NVIVQ,0001292519,15297
"talaria, inc",134764,fuzzy_extended,93.33333333333333,TALARIAN CORP,TALR.1,0000857914,88470
talkspace,039078,fuzzy_extended,100.0,TALKSPACE INC,TALK,0001803901,19556
immunotec inc,018983,fuzzy_extended,100.0,OXFORD IMMUNOTEC GLOBAL PLC,OXFD,0001586049,14319
pharmathene uk limited,164510,fuzzy_extended,100.0,PHARMATHENE INC,PIP,,90926
"tallikut pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"imprimis pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
rallybio,039359,fuzzy_extended,100.0,RALLYBIO CORP,RLYB,0001739410,21759
immuneering corporation,039189,fuzzy_extended,100.0,IMMUNEERING CORP,IMRX,0001790340,21732
"zogenix mds, inc",179686,fuzzy_extended,100.0,ZOGENIX INC,ZGNX,0001375151,12413
hamilton medical ag,012299,fuzzy_extended,100.0,HAMILTON GROUP HOLDINGS INC,5763B,0000750637,10694
prism pharmaceuticals,025112,fuzzy_extended,100.0,PRISM GROUP INC,3PRSME,0000856981,77933
"tr1x, inc",163933,fuzzy_extended,93.33333333333333,TRX INC,TRXI,0001103025,90912
"pyxis oncology, inc",039683,fuzzy_extended,100.0,PYXIS ONCOLOGY INC,PYXS,0001782223,22229
viatris inc,007637,fuzzy_extended,100.0,VIATRIS INC,VTRS,0001792044,20057
"professional disposables international, inc",023552,fuzzy_extended,100.0,PROFESSIONAL HOLDING CORP,PFHD,0001630856,19252
guided therapeutics,065016,fuzzy_extended,100.0,GUIDED THERAPEUTICS INC,GTHP,0000924515,85212
precision life sciences group,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
harbinger health,061247,fuzzy_extended,100.0,HARBINGER CORP,HRBC,0000947116,82178
vertero therapeutics,027699,fuzzy_extended,92.3076923076923,ENTERO THERAPEUTICS INC,ENTO,0001604191,16377
hansen medical,175978,fuzzy_extended,100.0,HANSEN MEDICAL INC,HNSN,0001276591,91613
"iveena delivery systems, inc",025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
trimeris,065553,fuzzy_extended,100.0,TRIMERIS INC,TRMS,,85511
"global stem cell center, baghdad",038722,fuzzy_extended,100.0,STEM INC,STEM,0001758766,19919
"tyme, inc",023337,fuzzy_extended,100.0,TYME TECHNOLOGIES INC,TYME,0001537917,16834
prologue research international,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
transport pharmaceuticals,182383,fuzzy_extended,92.0,TRANSCEPT PHARMACEUTICALS,TSPT,,91279
"trisalus life sciences, inc",006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
"uc care, ltd",011007,fuzzy_extended,100.0,UC CORP,5851B,0000000051,62762
icos corporation,024110,fuzzy_extended,100.0,ICOS CORP,ICOS,0000874294,76693
"atai therapeutics, inc",150681,fuzzy_extended,93.02325581395348,OCATA THERAPEUTICS INC,OCAT,0001140098,15225
telix pharmaceuticals (innovations) pty ltd,325899,fuzzy_extended,100.0,TELIX PHARMACEUTICALS LTD,TLX,0002007191,25817
tempest therapeutics,039104,fuzzy_extended,100.0,TEMPEST THERAPEUTICS INC,TPST,0001544227,13883
ra medical systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"zynerba pharmaceuticals, inc",025128,fuzzy_extended,100.0,ZYNERBA PHARMACEUTICALS INC,ZYNE,0001621443,15646
"icosavax, inc",039358,fuzzy_extended,100.0,ICOSAVAX INC,ICVX,0001786255,21729
"invo bioscience, inc",137441,fuzzy_extended,94.73684210526315,ZIVO BIOSCIENCE INC,ZIVO,0001101026,21344
"pherin pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
ichor medical systems incorporated,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"vigil neuroscience, inc",040307,fuzzy_extended,100.0,VIGIL NEUROSCIENCE INC,VIGL,0001827087,22689
"iveric bio, inc",018572,fuzzy_extended,100.0,IVERIC BIO INC,ISEE,0001410939,14167
"isto technologies, inc",014250,fuzzy_extended,93.02325581395348,NSTOR TECHNOLOGIES INC,NSO,0000075448,84666
isa pharmaceuticals,138662,fuzzy_extended,97.43589743589743,ISTA PHARMACEUTICALS INC,ISTA,0000930553,88535
theriva biologics sl,177764,fuzzy_extended,100.0,THERIVA BIOLOGICS INC,TOVX,0000894158,92130
polaris health directions,014311,fuzzy_extended,100.0,POLARIS INC,PII,0000931015,75182
quanta therapeutics,061111,fuzzy_extended,92.3076923076923,SEQUANA THERAPEUTICS INC,SQNA,0000946736,82216
ispecimen inc,037671,fuzzy_extended,100.0,ISPECIMEN INC,ISPC,0001558569,21562
pinnacle biologics inc,113494,fuzzy_extended,100.0,PINNACLE HOLDINGS INC,3BIGTQ,0001058986,86711
r3 stem cell,038722,fuzzy_extended,100.0,STEM INC,STEM,0001758766,19919
"pieris pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
hologic deutschland gmbh,020904,fuzzy_extended,100.0,HOLOGIC INC,HOLX,0000859737,76095
the immune response corporation,011151,fuzzy_extended,100.0,GROUP INC (THE),THEG,,80603
the water street collective,011151,fuzzy_extended,100.0,GROUP INC (THE),THEG,,80603
medistim asa,001849,fuzzy_extended,100.0,ASA HOLDINGS INC,ASAI.,0001023944,15684
medtronic diabetes r&d denmark,007228,fuzzy_extended,100.0,MEDTRONIC PLC,MDT,0001613103,60097
xtl biopharmaceuticals,241335,fuzzy_extended,100.0,XTL BIOPHARMACEUTICALS,XTLB,0001696804,90917
medical developments international limited,037612,fuzzy_extended,93.33333333333333,TH INTERNATIONAL LIMITED,THCH,0001877333,23427
"s1 biopharma, inc",121053,fuzzy_extended,100.0,S1 CORP,SONE,0001063254,83554
median technologies,179648,fuzzy_extended,92.6829268292683,MEDIAMIND TECHNOLOGIES INC,MDMD,0001275791,12081
medical research laboratories international,009074,fuzzy_extended,100.0,RESEARCH MEDICAL INC,RMED.2,0000083306,66553
"novita pharmaceuticals, inc",021422,fuzzy_extended,94.11764705882354,VITAE PHARMACEUTICALS INC,VTAE,0001157602,14938
medtronic heart valves,007228,fuzzy_extended,100.0,MEDTRONIC PLC,MDT,0001613103,60097
wuhan humanwell innovative drug research and development center limited company,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
mink therapeutics,039642,fuzzy_extended,100.0,MINK THERAPEUTICS INC,INKT,0001840229,22210
"valeritas, inc",023092,fuzzy_extended,100.0,VALERITAS HOLDINGS INC,VLRXQ,0001619250,16647
northstar neuroscience,166622,fuzzy_extended,100.0,NORTHSTAR NEUROSCIENCE INC,NSTR,0001351509,91280
"nova eye, inc",133905,fuzzy_extended,100.0,NOVA LTD,NVMI,0001109345,88181
mfb fertility,029940,fuzzy_extended,100.0,MFB CORP,MFBC,0000916396,80338
"ventyx biosciences, inc",039774,fuzzy_extended,100.0,VENTYX BIOSCIENCES INC,VTYX,0001851194,22256
sinclair pharmaceuticals limited,060800,fuzzy_extended,100.0,SINCLAIR INC,SBGI,0001971213,81740
"mdd us operations, llc a subsidiary of supernus pharmaceuticals",186159,fuzzy_extended,100.0,SUPERNUS PHARMACEUTICALS INC,SUPN,0001356576,13410
luminex molecular diagnostics,133504,fuzzy_extended,100.0,LUMINEX CORP,LMNX,0001033905,87789
"ocera therapeutics, inc",018350,fuzzy_extended,100.0,OCERA THERAPEUTICS INC,OCRX,0001274644,12698
"ocuterra therapeutics, inc",018350,fuzzy_extended,93.61702127659575,OCERA THERAPEUTICS INC,OCRX,0001274644,12698
mallinckrodt ard llc,006096,fuzzy_extended,100.0,MALLINCKRODT INC,MKG,0000051396,12511
vsl pharmaceuticals,034160,fuzzy_extended,94.73684210526315,RVL PHARMACEUTICALS PLC,RVLPQ,0001739426,18209
nuo therapeutics,061673,fuzzy_extended,100.0,NUO THERAPEUTICS INC,AURX,0001091596,90750
shulov innovate for science ltd. 2012,063952,fuzzy_extended,100.0,INNOVATE CORP,VATE,0001006837,12877
"vaccine company, inc",008212,fuzzy_extended,100.0,AMERICAN VACCINE CORP,AMVX,0000769343,90764
medvadis research corporation,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
matrix pharmaceutical,024877,fuzzy_extended,100.0,MATRIX PHARMACEUTICAL INC,MATX.1,0000882194,77291
"nuvectis pharma, inc",039839,fuzzy_extended,100.0,NUVECTIS PHARMA INC,NVCT,0001875558,22785
"nutrisystem, inc",031227,fuzzy_extended,100.0,NUTRISYSTEM INC,NTRI,0001096376,88379
"nutrifood research center, jakarta, indonesia",009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
sos oxygene mediterranee,037429,fuzzy_extended,100.0,SOS LIMITED,SOS,0001346610,16656
lument ab,016884,fuzzy_extended,100.0,LUMENT FINANCE TRUST INC,LFT,0001547546,13809
"neurologix, inc",062954,fuzzy_extended,92.3076923076923,UROLOGIX INC,ULGX,0000882873,83575
sana biotechnology,037925,fuzzy_extended,97.14285714285714,SANA BIOTCHNOLOGY INC,SANA,0001770121,20468
"werewolf therapeutics, inc",038625,fuzzy_extended,93.61702127659575,WEREWOLF THERAPTCS INC,HOWL,0001785530,21060
neurogen corporation,019069,fuzzy_extended,100.0,NEUROGEN CORP,NRGN,0000849043,76000
mycomedica life sciences pbc,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
mycovia pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"samaritan pharmaceuticals, inc",065832,fuzzy_extended,100.0,SAMARITAN PHARMACEUTICALS,SPHC,0001057377,90311
secondwave systems inc,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
mustang bio,032347,fuzzy_extended,100.0,MUSTANG BIO INC,MBIO,0001680048,16903
"navigator medicines, inc",017408,fuzzy_extended,100.0,NAVIGATOR HOLDINGS LTD,NVGS,0001581804,14301
"navire pharma inc., a bridgebio company",035264,fuzzy_extended,100.0,BRIDGEBIO PHARMA INC,BBIO,0001743881,18770
neosense technologies,065692,fuzzy_extended,92.3076923076923,SENSE TECHNOLOGIES INC,SNSGF,0001077638,88374
"napo pharmaceuticals, inc",184465,fuzzy_extended,93.87755102040816,AMPIO PHARMACEUTICALS INC,AMPE,0001411906,12789
"nanogen, inc",109425,fuzzy_extended,100.0,NANOGEN INC,NGEN,0001030339,85995
neurohealing pharmaceuticals inc,028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"mingsight pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
noah labs,185783,fuzzy_extended,100.0,NOAH HOLDINGS LIMITED,NOAH,0001499543,12377
minster research ltd,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
"ningbo newbay technology development co., ltd",010377,fuzzy_extended,100.0,TECHNOLOGY DEVELOPMENT CORP,TDCXE,0000770719,92364
"microphage, inc",013501,fuzzy_extended,92.3076923076923,MICROAGE INC,MICAQ,0000814249,11484
"nora therapeutics, inc",043287,fuzzy_extended,93.33333333333333,NEUMORA THERAPEUTICS INC,NMRA,0001885522,24275
"millendo therapeutics us, inc",034528,fuzzy_extended,100.0,MILLENDO THERAPEUTICS INC,MLND,,13883
next life sciences,006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
sensus healthcare,026908,fuzzy_extended,100.0,SENSUS HEALTHCARE INC,SRTS,0001494891,16145
movano health,037980,fuzzy_extended,100.0,MOVANO INC,MOVE,0001734750,20848
"nexgen dermatologics, inc",031851,fuzzy_extended,100.0,NEXGEN INC,NXGN.1,0000909183,81633
"nexmed (u.s.a.), inc. (subsidiary of apricus biosciences, inc.)",062110,fuzzy_extended,100.0,APRICUS BIOSCIENCES INC,APRI.1,,88177
neximmune inc,037808,fuzzy_extended,100.0,NEXIMMUNE INC,NEXI,0001538210,20613
"monte rosa therapeutics, inc",039057,fuzzy_extended,100.0,MONTE ROSA THERAPEUTICS INC,GLUE,0001826457,21543
sqz biotechnologies,037282,fuzzy_extended,100.0,SQZ BIOTECHNOLOGIES CO,SQZB,0001604477,19918
shaman pharmaceuticals,027756,fuzzy_extended,100.0,SHAMAN PHARMACEUTICALS INC,SHPH.1,0000891933,78839
shaklee corporation,009631,fuzzy_extended,100.0,SHAKLEE CORP,5967B,0000089326,59985
sti-medical systems,025013,fuzzy_extended,100.0,PLC SYSTEMS INC,PLCSF,,77568
"sera prognostics, inc",039170,fuzzy_extended,100.0,SERA PROGNOSTICS INC,SERA,0001534969,21763
"sequel pharmaceuticals, inc",013445,fuzzy_extended,100.0,SEQUEL CORP,SEQL.1,,10051
pds biotechnology corp,034942,fuzzy_extended,100.0,PDS BIOTECHNOLOGY CORP,PDSB,0001472091,15784
"replicel life sciences, inc",006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
zevra therapeutics,023339,fuzzy_extended,100.0,ZEVRA THERAPEUTICS INC,ZVRA,0001434647,15294
swedish match ab,100956,fuzzy_extended,100.0,SWEDISH MATCH AB,SWMAY,0001011218,83563
swiss footcare laboratories - poderm professional,023552,fuzzy_extended,100.0,PROFESSIONAL HOLDING CORP,PFHD,0001630856,19252
sunrise,010185,fuzzy_extended,100.0,SUNRISE MEDICAL INC,SMD.1,0000720577,73614
stryker endoscopy,010115,fuzzy_extended,100.0,STRYKER CORP,SYK,0000310764,73139
othera pharmaceuticals,017500,fuzzy_extended,97.77777777777777,OMTHERA PHARMACEUTICALS,OMTH,0001477598,13882
stryker biotech,010115,fuzzy_extended,100.0,STRYKER CORP,SYK,0000310764,73139
"stoke therapeutics, inc",035255,fuzzy_extended,100.0,STOKE THERAPEUTICS INC,STOK,0001623526,18785
johnson & johnson medical (suzhou) ltd,006266,fuzzy_extended,100.0,JOHNSON & JOHNSON,JNJ,0000200406,22111
julphar gulf pharmaceutical industries,005382,fuzzy_extended,100.0,GULF CORP,GO.1,0000731444,21768
research centre bioform,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
km clinical research group,009071,fuzzy_extended,100.0,RESEARCH INC,RESRQ,0000216983,66545
to pharmaceuticals,033997,fuzzy_extended,94.73684210526315,ETON PHARMACEUTICALS,ETON,0001710340,18257
instil bio,038386,fuzzy_extended,100.0,INSTIL BIO INC,TIL,0001789769,20655
"perfect lens, llc",037669,fuzzy_extended,100.0,PERFECT CORP,PERF,0001899830,23498
"pear therapeutics, inc",037827,fuzzy_extended,100.0,PEAR THERAPEUTICS INC,PEARQ,0001835567,20879
tcr2 therapeutics,034600,fuzzy_extended,100.0,TCR2 THERAPEUTICS INC,TCRR,0001750019,18415
unimed pharmaceuticals,010848,fuzzy_extended,100.0,UNIMED PHARMACEUTICALS INC,UMED.,0000100759,78116
ion beam applications,001408,fuzzy_extended,100.0,BEAM INC,BEAM.2,0000789073,10225
regulus therapeutics inc,013835,fuzzy_extended,100.0,REGULUS THERAPEUTICS INC,RGLS,0001505512,13652
"zhejiang palo alto pharmaceuticals, inc",028470,fuzzy_extended,92.6829268292683,RA PHARMACEUTICALS INC,RARX,0001481512,16398
"synergy health concepts, inc",014188,fuzzy_extended,92.6829268292683,HEALTH CONCEPTS IV INC,3HCFO,0000811565,11523
"ivy life sciences, co., ltd",006721,fuzzy_extended,100.0,LIFE SCIENCES INC,LFSCQ,0000059401,49526
"panbela therapeutics, inc",021263,fuzzy_extended,100.0,PANBELA THERAPEUTICS INC,PBLA,0001029125,19650
"t3d therapeutics, inc",061711,fuzzy_extended,92.3076923076923,TG THERAPEUTICS INC,TGTX,0001001316,82670
international biomedical systems s.p.a,001059,fuzzy_extended,100.0,A P S INC,APS.1,,58958
